Data record 10/15,Not slowed,slowed,slower,slowest,Not slowed
,26,120,0,118,118
,16,118,0,118,112
,10,120,-2,120,60
,6,118,0,120,36
,4,118,0,118,22
,2,118,0,120,14
,0,120,0,118,8
,0,118,0,118,6
,0,118,-2,118,4
,0,126,0,120,2
,0,120,0,118,2
,0,118,0,118,2
,6,120,0,118,2
,2,118,0,118,0
,0,118,0,118,0
,2,120,0,118,2
,2,118,2,118,2
,2,118,2,120,2
,0,100,2,118,2
,2,56,2,118,0
,2,32,2,120,2
,2,22,2,118,2
,2,12,2,120,2
,2,6,2,118,2
,2,4,2,118,2
,2,2,0,120,2
,2,2,2,118,0
,2,0,2,118,2
,2,0,2,118,2
,2,0,2,118,2
,0,2,2,118,2
,2,2,2,118,2
,2,2,2,118,2
,2,2,2,118,2
,2,2,2,120,2
,2,2,2,118,2
,0,2,2,118,6
,120,2,0,118,0
,120,6,2,118,0
,118,2,0,120,2
,120,2,2,118,2
,120,2,2,118,120
,118,2,2,120,122
,118,0,2,120,118
,120,2,0,118,120
,120,2,0,120,120
,118,2,2,118,118
,120,2,0,120,118
,120,2,4,126,118
,118,2,0,118,118
,118,2,0,120,120
,120,2,0,118,120
,120,2,0,118,118
,118,2,0,118,118
,120,2,0,118,118
,118,2,0,118,120
,118,0,0,120,118
,120,0,0,120,118
,120,0,0,118,118
,118,0,120,118,120
,120,2,118,118,120
,120,0,120,118,120
,120,0,118,118,118
,118,0,118,118,118
,120,0,118,120,118
,120,120,118,118,118
,118,118,118,118,120
,118,124,118,120,120
,118,120,120,118,118
,118,118,118,118,118
,120,120,120,102,118
,118,118,126,60,122
,120,120,118,34,118
,118,118,118,22,120
,118,118,120,14,120
,118,118,118,10,118
,104,118,118,6,118
,58,120,120,8,122
,32,118,118,2,118
,20,118,118,2,118
,12,120,120,2,94
,6,118,120,2,54
,4,120,118,2,32
,2,118,118,2,20
,0,120,118,2,12
,0,120,120,2,6
,2,120,118,2,4
,0,120,118,2,2
,0,118,118,2,2
,0,118,118,0,0
,0,120,118,0,2
,0,120,120,0,0
,0,120,118,0,0
,2,120,120,2,2
,0,120,120,2,0
,0,118,118,0,0
,2,124,118,0,0
,2,120,118,0,2
,2,120,120,0,2
,2,120,120,-2,2
,0,120,122,0,2
,2,120,118,-2,2
,2,118,118,-2,2
,2,120,118,0,2
,2,118,118,-2,2
,0,118,118,-2,2
,2,118,118,-2,6
,2,118,120,-2,2
